timestamp,open,high,low,close,volume
2026-01-05T00:00:00,100.5044,101.1167,99.7544,100.6005,13615.7
2026-01-05T01:00:00,100.6005,101.4989,100.6005,101.4989,23376.8
2026-01-05T02:00:00,101.4989,102.0920,101.3011,102.0920,15205.1
2026-01-05T03:00:00,102.0920,103.0426,102.0920,102.6427,25588.4
2026-01-05T04:00:00,102.6427,102.8404,102.1537,102.7760,23514.9
2026-01-05T05:00:00,102.7760,103.0809,102.4928,103.0809,25322.8
2026-01-05T06:00:00,103.0809,103.8057,103.0324,103.6774,36658.6
2026-01-05T07:00:00,103.6774,104.2667,103.5895,103.5895,34093.9
2026-01-05T08:00:00,103.5895,103.5895,102.5880,103.5651,23835.2
2026-01-05T09:00:00,103.5651,104.0533,103.3709,104.0533,30867.1
2026-01-05T10:00:00,104.0533,104.5539,103.9672,104.5539,37008.8
2026-01-05T11:00:00,104.5539,104.9404,104.2537,104.9404,27468.2
2026-01-05T12:00:00,104.9404,104.9404,104.3343,104.8284,46651.1
2026-01-05T13:00:00,104.8284,105.4602,104.4927,104.7854,38953.7
2026-01-05T14:00:00,104.7854,105.1536,104.6153,104.6153,41189.9
2026-01-05T15:00:00,104.6153,104.6153,103.2860,103.3527,44354.7
2026-01-05T16:00:00,103.3527,103.3527,101.7739,102.1570,54729.9
2026-01-05T17:00:00,102.1570,102.1570,100.3714,100.3714,33054.0
2026-01-05T18:00:00,100.3714,100.4171,98.7448,98.9234,23542.6
2026-01-05T19:00:00,98.9234,98.9234,97.5877,97.5877,27656.5
2026-01-05T20:00:00,97.5877,97.9877,97.1979,97.1979,11348.9
2026-01-05T21:00:00,97.1979,97.2265,96.7419,96.9222,8418.1
2026-01-05T22:00:00,96.9222,97.5988,96.2109,97.5988,6396.8
2026-01-05T23:00:00,97.5988,98.5591,97.5988,98.5591,12387.0
2026-01-06T00:00:00,98.5591,98.5591,97.5477,97.7289,12985.9
2026-01-06T01:00:00,97.7289,98.1842,97.7289,98.0426,16721.7
2026-01-06T02:00:00,98.0426,99.0236,97.8501,98.9525,20449.1
2026-01-06T03:00:00,98.9525,99.8397,98.9525,99.7960,22395.7
2026-01-06T04:00:00,99.7960,100.4174,99.6982,100.4174,21346.3
2026-01-06T05:00:00,100.4174,100.8413,99.9887,100.2727,22074.5
2026-01-06T06:00:00,100.2727,100.7318,99.8214,100.3986,30173.9
2026-01-06T07:00:00,100.3986,100.8809,100.1289,100.3515,29226.4
2026-01-06T08:00:00,100.3515,100.4563,99.7258,100.4563,42777.3
2026-01-06T09:00:00,100.4563,101.3859,100.4508,101.2867,28702.1
2026-01-06T10:00:00,101.2867,101.5707,101.1269,101.5181,31013.7
2026-01-06T11:00:00,101.5181,102.4906,101.3355,102.0075,30252.9
2026-01-06T12:00:00,102.0075,102.9332,102.0075,102.6361,54568.8
2026-01-06T13:00:00,102.6361,103.2705,102.4526,102.4526,30677.4
2026-01-06T14:00:00,102.4526,102.6351,102.0824,102.0824,47899.5
2026-01-06T15:00:00,102.0824,102.3887,101.3535,101.4088,53897.4
2026-01-06T16:00:00,101.4088,101.7357,100.4124,100.4124,35317.5
2026-01-06T17:00:00,100.4124,100.4124,98.7965,98.8559,37827.4
2026-01-06T18:00:00,98.8559,98.8984,97.8139,97.8139,15529.4
2026-01-06T19:00:00,97.8139,97.8139,96.9447,97.3906,16126.0
2026-01-06T20:00:00,97.3906,97.7389,96.3750,96.3750,9329.1
2026-01-06T21:00:00,96.3750,97.0702,96.3750,96.6251,9784.3
2026-01-06T22:00:00,96.6251,97.1318,96.5292,97.0450,8485.2
2026-01-06T23:00:00,97.0450,97.9436,97.0450,97.5772,7990.7
2026-01-07T00:00:00,97.5772,98.2584,97.5772,98.2584,14854.2
2026-01-07T01:00:00,98.2584,99.4165,98.1096,99.4165,17532.1
2026-01-07T02:00:00,99.4165,100.0867,99.4165,99.8103,16841.0
2026-01-07T03:00:00,99.8103,100.8351,99.8103,100.4561,20295.1
2026-01-07T04:00:00,100.4561,101.0146,100.2213,101.0146,18305.0
2026-01-07T05:00:00,101.0146,101.8935,101.0146,101.0952,25005.2
2026-01-07T06:00:00,101.0952,101.5375,100.8146,101.3586,44103.7
2026-01-07T07:00:00,101.3586,101.7828,101.1211,101.3477,24313.1
2026-01-07T08:00:00,101.3477,101.7386,101.0820,101.6686,33506.7
2026-01-07T09:00:00,101.6686,102.3355,101.2450,102.3355,29652.2
2026-01-07T10:00:00,102.3355,102.4057,101.6478,102.3394,40284.3
2026-01-07T11:00:00,102.3394,103.3168,102.3394,102.6686,41028.0
2026-01-07T12:00:00,102.6686,102.7809,101.9405,102.6382,36534.4
2026-01-07T13:00:00,102.6382,102.6382,102.0579,102.5622,26988.7
2026-01-07T14:00:00,102.5622,102.5622,101.2988,101.7007,37757.1
2026-01-07T15:00:00,101.7007,101.8315,100.5145,100.7365,52461.0
2026-01-07T16:00:00,100.7365,101.0257,99.5959,99.6347,34873.3
2026-01-07T17:00:00,99.6347,99.6347,98.7458,98.7458,35116.9
2026-01-07T18:00:00,98.7458,98.7458,97.7263,97.9352,21807.9
2026-01-07T19:00:00,97.9352,98.3114,96.5430,96.5430,12707.8
2026-01-07T20:00:00,96.5430,96.5430,95.4971,95.7666,14400.7
2026-01-07T21:00:00,95.7666,96.2189,95.7609,95.9176,10019.8
2026-01-07T22:00:00,95.9176,95.9176,95.4479,95.6670,7360.4
2026-01-07T23:00:00,95.6670,96.3215,94.7675,96.3215,8820.2
2026-01-08T00:00:00,96.3215,96.7672,96.3215,96.7672,12632.8
2026-01-08T01:00:00,96.7672,98.3959,96.5480,98.2048,14625.0
2026-01-08T02:00:00,98.2048,99.2930,98.2048,99.2930,21606.6
2026-01-08T03:00:00,99.2930,100.2506,99.1784,99.8105,21487.1
2026-01-08T04:00:00,99.8105,100.8026,99.8105,100.0831,14737.6
2026-01-08T05:00:00,100.0831,100.7083,100.0459,100.2037,25335.9
2026-01-08T06:00:00,100.2037,100.7904,100.2037,100.7904,25137.1
2026-01-08T07:00:00,100.7904,101.2951,100.2764,100.6725,23894.1
2026-01-08T08:00:00,100.6725,100.7854,100.3033,100.7023,32552.3
2026-01-08T09:00:00,100.7023,101.3815,100.7023,101.0762,29334.1
2026-01-08T10:00:00,101.0762,101.3651,100.4335,101.3651,39020.0
2026-01-08T11:00:00,101.3651,102.0001,100.8211,101.6265,47052.6
2026-01-08T12:00:00,101.6265,102.2271,101.4595,101.4595,40151.0
2026-01-08T13:00:00,101.4595,101.5258,100.5980,101.4329,28299.0
2026-01-08T14:00:00,101.4329,101.8748,100.9070,100.9070,35056.6
2026-01-08T15:00:00,100.9070,101.2702,100.5506,100.5506,46864.5
2026-01-08T16:00:00,100.5506,101.0729,99.6780,99.6780,34132.6
2026-01-08T17:00:00,99.6780,99.8918,98.4231,98.4231,26508.2
2026-01-08T18:00:00,98.4231,98.4231,96.9211,97.4434,24105.1
2026-01-08T19:00:00,97.4434,97.5056,95.8029,96.3621,20751.8
2026-01-08T20:00:00,96.3621,96.8077,95.9761,96.1123,13256.9
2026-01-08T21:00:00,96.1123,97.0696,95.9480,95.9480,10775.4
2026-01-08T22:00:00,95.9480,96.6339,95.9480,96.4182,7121.0
2026-01-08T23:00:00,96.4182,96.6480,95.8322,96.6480,8673.5
2026-01-09T00:00:00,96.6480,97.1082,96.5781,96.5781,10859.0
2026-01-09T01:00:00,96.5781,96.9769,95.9712,96.9769,15170.8
2026-01-09T02:00:00,96.9769,97.4654,96.9124,97.2279,11837.4
2026-01-09T03:00:00,97.2279,98.1406,97.2279,97.8851,21633.1
2026-01-09T04:00:00,97.8851,98.3699,97.4524,98.1083,18322.4
2026-01-09T05:00:00,98.1083,98.7523,97.7752,98.4860,36229.2
2026-01-09T06:00:00,98.4860,99.3854,98.4860,99.3854,41296.7
2026-01-09T07:00:00,99.3854,99.9270,99.1894,99.1894,41641.0
2026-01-09T08:00:00,99.1894,99.2774,98.6801,99.1767,35543.7
2026-01-09T09:00:00,99.1767,99.6835,99.1767,99.5638,29425.6
2026-01-09T10:00:00,99.5638,100.1081,99.4217,100.1081,43761.5
2026-01-09T11:00:00,100.1081,100.4001,99.7447,100.4001,35648.5
2026-01-09T12:00:00,100.4001,100.8706,100.4001,100.5492,44432.1
2026-01-09T13:00:00,100.5492,100.9961,100.5201,100.7312,33045.4
2026-01-09T14:00:00,100.7312,100.7312,100.0784,100.4676,35402.7
2026-01-09T15:00:00,100.4676,100.4676,99.3245,99.3245,45488.2
2026-01-09T16:00:00,99.3245,99.3245,98.1686,98.2558,54068.1
2026-01-09T17:00:00,98.2558,98.2558,97.0891,97.0891,31265.7
2026-01-09T18:00:00,97.0891,97.0891,95.6357,95.6357,41852.6
2026-01-09T19:00:00,95.6357,95.6357,94.7748,94.8646,33051.1
2026-01-09T20:00:00,94.8646,95.1138,94.1095,94.1095,9940.7
2026-01-09T21:00:00,94.1095,94.3817,93.8378,94.3817,9414.1
2026-01-09T22:00:00,94.3817,94.8718,94.3723,94.8042,6907.6
2026-01-09T23:00:00,94.8042,95.8923,94.8042,95.5355,9358.9
2026-01-10T00:00:00,95.5355,97.2791,95.4749,97.2791,11808.8
2026-01-10T01:00:00,97.2791,98.2260,97.1901,98.2260,15762.4
2026-01-10T02:00:00,98.2260,98.5216,97.9846,98.4689,23026.6
2026-01-10T03:00:00,98.4689,98.8508,98.1133,98.8508,27280.1
2026-01-10T04:00:00,98.8508,99.7857,98.8508,99.4955,26946.8
2026-01-10T05:00:00,99.4955,99.8298,99.0928,99.1080,26833.1
2026-01-10T06:00:00,99.1080,99.6338,98.5704,99.6338,29282.0
2026-01-10T07:00:00,99.6338,99.7981,98.9387,99.2665,30180.2
2026-01-10T08:00:00,99.2665,100.1125,98.9910,99.8378,35501.1
2026-01-10T09:00:00,99.8378,100.0894,99.1317,99.9535,31990.3
2026-01-10T10:00:00,99.9535,101.0461,99.9535,100.6936,40315.4
2026-01-10T11:00:00,100.6936,101.1615,100.5857,101.1615,28457.8
2026-01-10T12:00:00,101.1615,101.4581,100.8240,100.9315,46587.9
2026-01-10T13:00:00,100.9315,101.7080,100.9315,101.3951,60298.9
2026-01-10T14:00:00,101.3951,101.5638,101.0611,101.4931,41289.7
2026-01-10T15:00:00,101.4931,101.4931,100.6490,100.6632,29458.1
2026-01-10T16:00:00,100.6632,100.7138,99.4864,99.4864,49757.0
2026-01-10T17:00:00,99.4864,99.8598,98.2255,98.2255,29479.5
2026-01-10T18:00:00,98.2255,98.2255,96.7726,96.7726,13372.0
2026-01-10T19:00:00,96.7726,96.9266,96.2409,96.2409,16947.3
2026-01-10T20:00:00,96.2409,96.2409,95.5271,95.5271,14930.3
2026-01-10T21:00:00,95.5271,95.6000,95.3736,95.4391,10125.8
2026-01-10T22:00:00,95.4391,95.5639,95.2057,95.5639,10833.6
2026-01-10T23:00:00,95.5639,96.1231,95.5010,96.1231,10878.0
2026-01-11T00:00:00,96.1231,99.5963,96.1231,99.5963,15476.4
2026-01-11T01:00:00,99.5963,101.1012,99.5963,101.1012,10870.5
2026-01-11T02:00:00,101.1012,102.0357,100.7151,101.9678,15443.9
2026-01-11T03:00:00,101.9678,102.9820,101.9678,102.9820,24356.2
2026-01-11T04:00:00,102.9820,103.3797,102.3368,103.3797,28865.8
2026-01-11T05:00:00,103.3797,103.5912,103.0978,103.3310,20819.5
2026-01-11T06:00:00,103.3310,103.7759,103.1583,103.3205,23881.1
2026-01-11T07:00:00,103.3205,104.0247,103.2398,103.2398,31715.9
2026-01-11T08:00:00,103.2398,103.8575,103.0287,103.4518,20039.4
2026-01-11T09:00:00,103.4518,103.6474,103.1552,103.6474,21067.5
2026-01-11T10:00:00,103.6474,104.2531,103.1870,103.9637,33137.9
2026-01-11T11:00:00,103.9637,104.8794,103.8158,103.9154,38550.8
2026-01-11T12:00:00,103.9154,103.9678,103.2969,103.9678,34792.0
2026-01-11T13:00:00,103.9678,104.5864,103.7641,104.5864,25332.2
2026-01-11T14:00:00,104.5864,105.2192,103.9680,103.9680,41662.4
2026-01-11T15:00:00,103.9680,104.7309,102.8777,102.8777,30603.1
2026-01-11T16:00:00,102.8777,102.9837,101.9920,101.9920,41698.2
2026-01-11T17:00:00,101.9920,102.1037,100.9762,101.2787,29558.9
2026-01-11T18:00:00,101.2787,101.2898,99.5668,99.6197,27497.8
2026-01-11T19:00:00,99.6197,99.6197,98.6258,98.6731,21150.9
2026-01-11T20:00:00,98.6731,98.6731,97.3929,97.9828,11632.6
2026-01-11T21:00:00,97.9828,98.0552,97.4217,97.4217,11636.5
2026-01-11T22:00:00,97.4217,98.1573,97.4217,98.1573,11445.7
2026-01-11T23:00:00,98.1573,98.9673,97.9008,98.9673,10575.4
2026-01-12T00:00:00,98.9673,100.5156,98.9673,100.5156,17385.1
2026-01-12T01:00:00,100.5156,101.5205,100.1146,101.3297,13781.4
2026-01-12T02:00:00,101.3297,102.6345,101.3297,102.4457,24517.7
2026-01-12T03:00:00,102.4457,103.0460,102.3036,102.9811,23882.7
2026-01-12T04:00:00,102.9811,103.5559,102.7593,103.4084,20150.1
2026-01-12T05:00:00,103.4084,103.4084,102.8542,103.3001,25733.6
2026-01-12T06:00:00,103.3001,103.3197,102.8635,103.0814,24756.7
2026-01-12T07:00:00,103.0814,104.2591,102.7725,103.7428,26668.5
2026-01-12T08:00:00,103.7428,104.1219,103.2263,103.7956,30532.2
2026-01-12T09:00:00,103.7956,104.5539,103.7956,104.2476,41446.6
2026-01-12T10:00:00,104.2476,104.6525,103.9788,104.6525,32756.7
2026-01-12T11:00:00,104.6525,105.4114,104.6334,104.9036,38156.8
2026-01-12T12:00:00,104.9036,105.2285,104.7507,105.0003,28161.2
2026-01-12T13:00:00,105.0003,105.7178,105.0003,105.2166,41316.6
2026-01-12T14:00:00,105.2166,105.2166,104.1981,104.7125,52796.4
2026-01-12T15:00:00,104.7125,104.7125,103.5763,103.8920,47691.6
2026-01-12T16:00:00,103.8920,104.2952,102.8334,102.8334,40650.3
2026-01-12T17:00:00,102.8334,102.9524,102.0016,102.0016,27200.3
2026-01-12T18:00:00,102.0016,102.0016,100.9973,100.9973,19909.8
2026-01-12T19:00:00,100.9973,100.9973,99.6026,100.1131,17914.2
2026-01-12T20:00:00,100.1131,100.3728,99.3112,99.3112,9833.9
2026-01-12T21:00:00,99.3112,99.3112,98.6658,98.7537,7422.5
2026-01-12T22:00:00,98.7537,99.6954,98.5462,99.4568,10684.5
2026-01-12T23:00:00,99.4568,100.6280,99.4568,100.4895,8085.8
2026-01-13T00:00:00,100.4895,100.4895,99.0414,99.4459,18477.0
2026-01-13T01:00:00,99.4459,100.9833,99.4459,100.5601,11871.6
2026-01-13T02:00:00,100.5601,101.6217,100.5601,101.6217,21979.5
2026-01-13T03:00:00,101.6217,102.8459,101.6217,102.4548,17895.1
2026-01-13T04:00:00,102.4548,103.2463,102.4548,103.0404,26302.8
2026-01-13T05:00:00,103.0404,103.5619,102.9349,102.9349,20867.2
2026-01-13T06:00:00,102.9349,103.9892,102.9349,103.4044,28639.0
2026-01-13T07:00:00,103.4044,103.4044,102.8341,102.9021,28696.1
2026-01-13T08:00:00,102.9021,103.2753,102.5249,103.2592,27875.5
2026-01-13T09:00:00,103.2592,103.7609,103.2592,103.5853,36393.3
2026-01-13T10:00:00,103.5853,104.3393,103.5853,104.1158,49291.6
2026-01-13T11:00:00,104.1158,104.9496,103.8840,104.9496,34252.0
2026-01-13T12:00:00,104.9496,106.6866,104.5945,105.4409,48585.9
2026-01-13T13:00:00,105.4409,105.4409,104.5216,104.7292,42831.6
2026-01-13T14:00:00,104.7292,104.7292,103.4514,103.5674,43032.9
2026-01-13T15:00:00,103.5674,103.5674,102.9692,102.9692,63342.8
2026-01-13T16:00:00,102.9692,102.9692,101.3476,101.4487,23715.1
2026-01-13T17:00:00,101.4487,101.5379,100.1793,100.1793,27286.0
2026-01-13T18:00:00,100.1793,100.2544,99.2102,99.2394,16528.9
2026-01-13T19:00:00,99.2394,99.2394,97.7079,97.7244,18014.8
2026-01-13T20:00:00,97.7244,98.2358,96.3432,96.5418,12954.3
2026-01-13T21:00:00,96.5418,96.8274,96.5073,96.6401,21400.0
2026-01-13T22:00:00,96.6401,97.0918,96.6106,97.0918,9190.4
2026-01-13T23:00:00,97.0918,98.2469,97.0918,97.7988,14232.0
2026-01-14T00:00:00,97.7988,97.8917,96.8712,97.8917,15285.6
2026-01-14T01:00:00,97.8917,98.9821,97.8917,98.6420,14300.7
2026-01-14T02:00:00,98.6420,99.0999,98.3250,99.0999,21142.8
2026-01-14T03:00:00,99.0999,99.8226,98.7239,99.8226,32980.0
2026-01-14T04:00:00,99.8226,100.0287,99.6969,100.0287,25475.6
2026-01-14T05:00:00,100.0287,100.6727,99.8392,99.8392,27605.1
2026-01-14T06:00:00,99.8392,100.6838,99.8392,100.2767,31622.4
2026-01-14T07:00:00,100.2767,101.1614,100.2767,100.4775,20859.8
2026-01-14T08:00:00,100.4775,100.8925,99.8595,100.8925,25913.0
2026-01-14T09:00:00,100.8925,101.1877,100.3884,100.9359,34193.0
